original_link_id,bus_priority_link_id,original_modes,bus_priority_modes,original_capacity,bus_priority_capacity,original_permlanes,bus_priority_permlanes
l_2814_2_f,busprio_l_2814_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_2_r,busprio_l_2814_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_3_f,busprio_l_2814_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_3_r,busprio_l_2814_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_4_f,busprio_l_2814_4_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2814_4_r,busprio_l_2814_4_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2817_0_f,busprio_l_2817_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_2817_0_r,busprio_l_2817_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_2818_0_f,busprio_l_2818_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2818_0_r,busprio_l_2818_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_281_1_f,busprio_l_281_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_281_2_f,busprio_l_281_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_281_3_f,busprio_l_281_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2821_0_f,busprio_l_2821_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2821_0_r,busprio_l_2821_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2822_0_f,busprio_l_2822_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2822_0_r,busprio_l_2822_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2823_0_f,busprio_l_2823_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2826_0_f,busprio_l_2826_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2826_0_r,busprio_l_2826_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2827_0_f,busprio_l_2827_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2827_1_f,busprio_l_2827_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2827_2_f,busprio_l_2827_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2827_3_f,busprio_l_2827_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2828_0_f,busprio_l_2828_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2828_3_r,busprio_l_2828_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_282_0_f,busprio_l_282_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_282_1_f,busprio_l_282_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_282_2_f,busprio_l_282_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_282_3_f,busprio_l_282_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_282_4_f,busprio_l_282_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_282_5_f,busprio_l_282_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_282_6_f,busprio_l_282_6_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_2831_0_f,busprio_l_2831_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_2832_0_f,busprio_l_2832_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_2833_0_f,busprio_l_2833_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2833_1_f,busprio_l_2833_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2833_2_f,busprio_l_2833_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2833_3_f,busprio_l_2833_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2833_4_f,busprio_l_2833_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2834_0_f,busprio_l_2834_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_2835_0_f,busprio_l_2835_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_2836_0_f,busprio_l_2836_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_2837_0_f,busprio_l_2837_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2837_1_f,busprio_l_2837_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2839_0_f,busprio_l_2839_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2839_1_f,busprio_l_2839_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2839_2_f,busprio_l_2839_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2839_3_f,busprio_l_2839_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_283_0_f,busprio_l_283_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_2842_0_r,busprio_l_2842_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2843_1_f,busprio_l_2843_1_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2843_1_r,busprio_l_2843_1_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2845_0_f,busprio_l_2845_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2845_1_f,busprio_l_2845_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2846_0_f,busprio_l_2846_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2846_1_f,busprio_l_2846_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2846_2_f,busprio_l_2846_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2846_3_f,busprio_l_2846_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2847_0_f,busprio_l_2847_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2847_1_f,busprio_l_2847_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2847_2_f,busprio_l_2847_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2848_0_f,busprio_l_2848_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2848_1_f,busprio_l_2848_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2848_2_f,busprio_l_2848_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2848_3_f,busprio_l_2848_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2849_0_f,busprio_l_2849_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2849_1_f,busprio_l_2849_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2849_2_f,busprio_l_2849_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2849_3_f,busprio_l_2849_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2849_4_f,busprio_l_2849_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_0_f,busprio_l_284_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_0_r,busprio_l_284_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_1_f,busprio_l_284_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_1_r,busprio_l_284_1_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_2_f,busprio_l_284_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_2_r,busprio_l_284_2_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_3_f,busprio_l_284_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_3_r,busprio_l_284_3_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_4_f,busprio_l_284_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_4_r,busprio_l_284_4_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_5_f,busprio_l_284_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_5_r,busprio_l_284_5_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_6_f,busprio_l_284_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_284_6_r,busprio_l_284_6_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2852_0_r,busprio_l_2852_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2854_0_f,busprio_l_2854_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_0_r,busprio_l_2854_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_1_f,busprio_l_2854_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_1_r,busprio_l_2854_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_2_f,busprio_l_2854_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_3_f,busprio_l_2854_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_3_r,busprio_l_2854_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_4_f,busprio_l_2854_4_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_4_r,busprio_l_2854_4_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_5_f,busprio_l_2854_5_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_5_r,busprio_l_2854_5_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_6_f,busprio_l_2854_6_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2854_6_r,busprio_l_2854_6_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_285_0_f,busprio_l_285_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_285_1_f,busprio_l_285_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_285_2_f,busprio_l_285_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_285_3_f,busprio_l_285_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_285_4_f,busprio_l_285_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_285_5_f,busprio_l_285_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_285_6_f,busprio_l_285_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2864_0_f,busprio_l_2864_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2865_1_f,busprio_l_2865_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2866_0_f,busprio_l_2866_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2867_0_f,busprio_l_2867_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2867_1_f,busprio_l_2867_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2868_0_f,busprio_l_2868_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2869_0_f,busprio_l_2869_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2869_0_r,busprio_l_2869_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_286_0_f,busprio_l_286_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_286_1_f,busprio_l_286_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_286_2_f,busprio_l_286_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2870_0_f,busprio_l_2870_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2870_0_r,busprio_l_2870_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2872_0_f,busprio_l_2872_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_287_0_f,busprio_l_287_0_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_2881_0_f,busprio_l_2881_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_2881_0_r,busprio_l_2881_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_2882_0_f,busprio_l_2882_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2882_0_r,busprio_l_2882_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2882_1_f,busprio_l_2882_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2882_1_r,busprio_l_2882_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2882_2_f,busprio_l_2882_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2882_2_r,busprio_l_2882_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2882_3_f,busprio_l_2882_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2882_3_r,busprio_l_2882_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2883_0_f,busprio_l_2883_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2883_0_r,busprio_l_2883_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2884_0_f,busprio_l_2884_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2884_0_r,busprio_l_2884_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2884_1_f,busprio_l_2884_1_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2884_1_r,busprio_l_2884_1_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2884_2_f,busprio_l_2884_2_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2884_2_r,busprio_l_2884_2_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2884_3_f,busprio_l_2884_3_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2884_3_r,busprio_l_2884_3_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_0_f,busprio_l_2886_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_0_r,busprio_l_2886_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_1_f,busprio_l_2886_1_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_1_r,busprio_l_2886_1_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_2_f,busprio_l_2886_2_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_2_r,busprio_l_2886_2_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_3_f,busprio_l_2886_3_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_3_r,busprio_l_2886_3_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_4_f,busprio_l_2886_4_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_4_r,busprio_l_2886_4_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_5_f,busprio_l_2886_5_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2886_5_r,busprio_l_2886_5_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2887_0_f,busprio_l_2887_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2887_0_r,busprio_l_2887_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2888_0_f,busprio_l_2888_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2888_0_r,busprio_l_2888_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2888_1_f,busprio_l_2888_1_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_2889_0_f,busprio_l_2889_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_288_0_f,busprio_l_288_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_10_f,busprio_l_288_10_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_11_f,busprio_l_288_11_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_12_f,busprio_l_288_12_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_13_f,busprio_l_288_13_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_1_f,busprio_l_288_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_2_f,busprio_l_288_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_3_f,busprio_l_288_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_4_f,busprio_l_288_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_5_f,busprio_l_288_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_6_f,busprio_l_288_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_7_f,busprio_l_288_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_8_f,busprio_l_288_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_288_9_f,busprio_l_288_9_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2892_1_f,busprio_l_2892_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2892_2_f,busprio_l_2892_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2892_3_f,busprio_l_2892_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2892_4_f,busprio_l_2892_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2892_5_f,busprio_l_2892_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2892_6_f,busprio_l_2892_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2893_0_f,busprio_l_2893_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2893_1_f,busprio_l_2893_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2893_2_f,busprio_l_2893_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2893_3_f,busprio_l_2893_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2893_4_f,busprio_l_2893_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2894_0_f,busprio_l_2894_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2894_2_f,busprio_l_2894_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2894_3_f,busprio_l_2894_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2894_4_f,busprio_l_2894_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2894_5_f,busprio_l_2894_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2895_2_f,busprio_l_2895_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2895_3_f,busprio_l_2895_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2896_0_f,busprio_l_2896_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2896_1_f,busprio_l_2896_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2897_0_f,busprio_l_2897_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2897_0_r,busprio_l_2897_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2897_1_f,busprio_l_2897_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2897_1_r,busprio_l_2897_1_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2898_0_f,busprio_l_2898_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2898_1_f,busprio_l_2898_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2898_2_f,busprio_l_2898_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2898_3_f,busprio_l_2898_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2898_4_f,busprio_l_2898_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_289_0_f,busprio_l_289_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_28_0_f,busprio_l_28_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2901_0_f,busprio_l_2901_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_2901_1_f,busprio_l_2901_1_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_2901_2_f,busprio_l_2901_2_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_2901_3_f,busprio_l_2901_3_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_2901_4_f,busprio_l_2901_4_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_2901_5_f,busprio_l_2901_5_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_2902_0_f,busprio_l_2902_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2902_0_r,busprio_l_2902_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2902_1_f,busprio_l_2902_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2902_1_r,busprio_l_2902_1_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2902_2_f,busprio_l_2902_2_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2902_2_r,busprio_l_2902_2_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2903_1_f,busprio_l_2903_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2903_1_r,busprio_l_2903_1_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2905_0_f,busprio_l_2905_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2905_0_r,busprio_l_2905_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2905_1_f,busprio_l_2905_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2905_1_r,busprio_l_2905_1_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_290_0_f,busprio_l_290_0_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_290_1_f,busprio_l_290_1_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_290_2_f,busprio_l_290_2_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_290_3_f,busprio_l_290_3_f,"car,pt",pt,4500.0,4500.0,3.0,3.0
l_2910_0_f,busprio_l_2910_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2910_1_f,busprio_l_2910_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2911_0_f,busprio_l_2911_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2911_0_r,busprio_l_2911_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2911_1_f,busprio_l_2911_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2911_1_r,busprio_l_2911_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2913_1_f,busprio_l_2913_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2913_2_f,busprio_l_2913_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2913_3_f,busprio_l_2913_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2913_3_r,busprio_l_2913_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2913_4_r,busprio_l_2913_4_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2913_5_f,busprio_l_2913_5_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2913_5_r,busprio_l_2913_5_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2914_1_f,busprio_l_2914_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2914_1_r,busprio_l_2914_1_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2915_0_f,busprio_l_2915_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2915_0_r,busprio_l_2915_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2915_1_r,busprio_l_2915_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2915_2_r,busprio_l_2915_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2915_3_f,busprio_l_2915_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2915_3_r,busprio_l_2915_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2917_0_f,busprio_l_2917_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2917_0_r,busprio_l_2917_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2917_1_r,busprio_l_2917_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2917_2_r,busprio_l_2917_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2917_3_r,busprio_l_2917_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_291_0_f,busprio_l_291_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2927_1_f,busprio_l_2927_1_f,"car,pt",pt,4000.0,4000.0,2.0,2.0
l_292_0_f,busprio_l_292_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_1_f,busprio_l_292_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_2_f,busprio_l_292_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_3_f,busprio_l_292_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_4_f,busprio_l_292_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_5_f,busprio_l_292_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_6_f,busprio_l_292_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_7_f,busprio_l_292_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_292_8_f,busprio_l_292_8_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2936_0_f,busprio_l_2936_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2936_1_f,busprio_l_2936_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2937_0_f,busprio_l_2937_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2938_0_f,busprio_l_2938_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2939_0_f,busprio_l_2939_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_293_0_f,busprio_l_293_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_293_0_r,busprio_l_293_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2945_0_f,busprio_l_2945_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2945_1_f,busprio_l_2945_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2945_2_f,busprio_l_2945_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2945_3_f,busprio_l_2945_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2945_4_f,busprio_l_2945_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2945_5_f,busprio_l_2945_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2945_6_f,busprio_l_2945_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2945_7_f,busprio_l_2945_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_2946_0_f,busprio_l_2946_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2947_0_f,busprio_l_2947_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2947_1_f,busprio_l_2947_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2948_0_f,busprio_l_2948_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2949_0_f,busprio_l_2949_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_2949_1_f,busprio_l_2949_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_294_0_r,busprio_l_294_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_2962_0_f,busprio_l_2962_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2962_1_f,busprio_l_2962_1_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_2962_2_f,busprio_l_2962_2_f,"car,pt",pt,900.0,3600.0,1.0,1.0
