original_link_id,bus_priority_link_id,original_modes,bus_priority_modes,original_capacity,bus_priority_capacity,original_permlanes,bus_priority_permlanes
l_673_7_f,busprio_l_673_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6753_0_f,busprio_l_6753_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6753_1_f,busprio_l_6753_1_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6753_2_f,busprio_l_6753_2_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6753_3_f,busprio_l_6753_3_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6753_4_f,busprio_l_6753_4_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6753_5_f,busprio_l_6753_5_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6756_0_f,busprio_l_6756_0_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_6756_1_f,busprio_l_6756_1_f,"car,pt",pt,6000.0,6000.0,4.0,4.0
l_676_0_f,busprio_l_676_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6776_0_f,busprio_l_6776_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6776_1_f,busprio_l_6776_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6777_0_f,busprio_l_6777_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6778_0_f,busprio_l_6778_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_677_0_f,busprio_l_677_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6780_0_f,busprio_l_6780_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6780_1_f,busprio_l_6780_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6780_2_f,busprio_l_6780_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6780_3_f,busprio_l_6780_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6780_4_f,busprio_l_6780_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6781_0_f,busprio_l_6781_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6782_0_f,busprio_l_6782_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6782_1_f,busprio_l_6782_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6782_2_f,busprio_l_6782_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6782_3_f,busprio_l_6782_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6782_4_f,busprio_l_6782_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6782_5_f,busprio_l_6782_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6783_0_f,busprio_l_6783_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6788_1_f,busprio_l_6788_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_678_0_f,busprio_l_678_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_678_0_r,busprio_l_678_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_678_1_f,busprio_l_678_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_678_1_r,busprio_l_678_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6799_3_f,busprio_l_6799_3_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6799_4_f,busprio_l_6799_4_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_679_0_f,busprio_l_679_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_67_0_f,busprio_l_67_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_67_1_f,busprio_l_67_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6800_0_f,busprio_l_6800_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6800_1_f,busprio_l_6800_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6800_2_f,busprio_l_6800_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6801_0_f,busprio_l_6801_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6801_1_f,busprio_l_6801_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_0_f,busprio_l_6802_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_1_f,busprio_l_6802_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_2_f,busprio_l_6802_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_2_r,busprio_l_6802_2_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_3_r,busprio_l_6802_3_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_4_r,busprio_l_6802_4_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_5_r,busprio_l_6802_5_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6802_6_r,busprio_l_6802_6_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6807_0_f,busprio_l_6807_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6807_1_f,busprio_l_6807_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6807_2_f,busprio_l_6807_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6808_0_f,busprio_l_6808_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6808_1_f,busprio_l_6808_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6808_2_f,busprio_l_6808_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6809_0_f,busprio_l_6809_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_680_0_f,busprio_l_680_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_680_1_f,busprio_l_680_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6810_0_f,busprio_l_6810_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_681_0_f,busprio_l_681_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_681_1_f,busprio_l_681_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6820_0_f,busprio_l_6820_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6821_0_f,busprio_l_6821_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6822_0_f,busprio_l_6822_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6824_0_f,busprio_l_6824_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6824_1_f,busprio_l_6824_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6824_2_f,busprio_l_6824_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6824_3_f,busprio_l_6824_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6824_4_f,busprio_l_6824_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6824_5_f,busprio_l_6824_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6825_0_f,busprio_l_6825_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6826_0_f,busprio_l_6826_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_6826_1_f,busprio_l_6826_1_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_6826_2_f,busprio_l_6826_2_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_6827_0_f,busprio_l_6827_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_6827_1_f,busprio_l_6827_1_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_6828_0_f,busprio_l_6828_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6828_1_f,busprio_l_6828_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_682_0_f,busprio_l_682_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_682_1_f,busprio_l_682_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6830_0_r,busprio_l_6830_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6842_0_f,busprio_l_6842_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6842_0_r,busprio_l_6842_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6843_0_f,busprio_l_6843_0_f,"car,pt",pt,1800.0,3600.0,1.0,1.0
l_6844_0_f,busprio_l_6844_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6844_0_r,busprio_l_6844_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6848_0_r,busprio_l_6848_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6849_0_r,busprio_l_6849_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_684_0_f,busprio_l_684_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_684_1_f,busprio_l_684_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6851_0_r,busprio_l_6851_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6852_0_f,busprio_l_6852_0_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_6852_1_f,busprio_l_6852_1_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_6853_0_f,busprio_l_6853_0_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_6853_1_f,busprio_l_6853_1_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_6854_0_f,busprio_l_6854_0_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_6855_0_f,busprio_l_6855_0_f,"car,pt",pt,8800.0,8800.0,4.0,4.0
l_6856_0_f,busprio_l_6856_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_6857_0_f,busprio_l_6857_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6857_0_r,busprio_l_6857_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_685_0_f,busprio_l_685_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_685_1_f,busprio_l_685_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_685_2_f,busprio_l_685_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_685_3_f,busprio_l_685_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_685_4_f,busprio_l_685_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_685_5_f,busprio_l_685_5_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_685_6_f,busprio_l_685_6_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_685_7_f,busprio_l_685_7_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6862_0_r,busprio_l_6862_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6863_0_r,busprio_l_6863_0_r,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6864_0_f,busprio_l_6864_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6865_0_f,busprio_l_6865_0_f,"car,pt",pt,4000.0,4000.0,2.0,2.0
l_6866_0_f,busprio_l_6866_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6867_0_f,busprio_l_6867_0_f,"car,pt",pt,4000.0,4000.0,2.0,2.0
l_6868_0_f,busprio_l_6868_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6869_0_f,busprio_l_6869_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_686_0_f,busprio_l_686_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_686_1_f,busprio_l_686_1_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_6870_0_f,busprio_l_6870_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6871_0_f,busprio_l_6871_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6875_0_f,busprio_l_6875_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_6876_0_f,busprio_l_6876_0_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_6876_0_r,busprio_l_6876_0_r,"car,pt",pt,700.0,3600.0,1.0,1.0
l_6877_0_f,busprio_l_6877_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6877_0_r,busprio_l_6877_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6877_1_f,busprio_l_6877_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6877_1_r,busprio_l_6877_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6877_2_f,busprio_l_6877_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6877_2_r,busprio_l_6877_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6879_0_r,busprio_l_6879_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6879_1_r,busprio_l_6879_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6879_2_r,busprio_l_6879_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_687_0_f,busprio_l_687_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_6880_0_f,busprio_l_6880_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6880_0_r,busprio_l_6880_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6883_0_f,busprio_l_6883_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_688_0_f,busprio_l_688_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_688_1_f,busprio_l_688_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_689_0_f,busprio_l_689_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_689_1_f,busprio_l_689_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_68_0_f,busprio_l_68_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_6901_0_f,busprio_l_6901_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6902_0_f,busprio_l_6902_0_f,"car,pt",pt,3600.0,3600.0,2.0,2.0
l_6903_0_f,busprio_l_6903_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6904_0_f,busprio_l_6904_0_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_6904_1_f,busprio_l_6904_1_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_6904_2_f,busprio_l_6904_2_f,"car,pt",pt,7200.0,7200.0,4.0,4.0
l_6906_0_f,busprio_l_6906_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6907_0_f,busprio_l_6907_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6909_0_f,busprio_l_6909_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6909_1_f,busprio_l_6909_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6909_2_f,busprio_l_6909_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6909_3_f,busprio_l_6909_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_690_0_f,busprio_l_690_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_10_f,busprio_l_690_10_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_11_f,busprio_l_690_11_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_12_f,busprio_l_690_12_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_13_f,busprio_l_690_13_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_1_f,busprio_l_690_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_2_f,busprio_l_690_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_3_f,busprio_l_690_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_4_f,busprio_l_690_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_5_f,busprio_l_690_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_6_f,busprio_l_690_6_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_7_f,busprio_l_690_7_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_8_f,busprio_l_690_8_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_690_9_f,busprio_l_690_9_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6910_0_f,busprio_l_6910_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6910_1_f,busprio_l_6910_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6910_2_f,busprio_l_6910_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6910_3_f,busprio_l_6910_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6919_0_f,busprio_l_6919_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6919_1_f,busprio_l_6919_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6919_2_f,busprio_l_6919_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_691_0_f,busprio_l_691_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6920_1_f,busprio_l_6920_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6920_2_f,busprio_l_6920_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6921_0_f,busprio_l_6921_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6921_0_r,busprio_l_6921_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6921_1_f,busprio_l_6921_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6921_1_r,busprio_l_6921_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6921_2_r,busprio_l_6921_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6922_0_f,busprio_l_6922_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6922_1_f,busprio_l_6922_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6922_2_f,busprio_l_6922_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6927_0_r,busprio_l_6927_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6928_1_f,busprio_l_6928_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6928_1_r,busprio_l_6928_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6928_2_f,busprio_l_6928_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6928_2_r,busprio_l_6928_2_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6928_3_r,busprio_l_6928_3_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6929_0_r,busprio_l_6929_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_692_0_f,busprio_l_692_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_692_1_f,busprio_l_692_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6930_0_r,busprio_l_6930_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6930_1_f,busprio_l_6930_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6930_1_r,busprio_l_6930_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6933_0_f,busprio_l_6933_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6933_1_f,busprio_l_6933_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6933_2_f,busprio_l_6933_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6933_3_f,busprio_l_6933_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6934_0_r,busprio_l_6934_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6934_1_r,busprio_l_6934_1_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6935_0_r,busprio_l_6935_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6936_1_f,busprio_l_6936_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6936_2_f,busprio_l_6936_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6936_3_f,busprio_l_6936_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6938_0_f,busprio_l_6938_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6939_0_f,busprio_l_6939_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_693_0_f,busprio_l_693_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_6941_1_f,busprio_l_6941_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6941_2_f,busprio_l_6941_2_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6943_0_f,busprio_l_6943_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6943_1_f,busprio_l_6943_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6944_0_f,busprio_l_6944_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_694_0_f,busprio_l_694_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_694_1_f,busprio_l_694_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_6955_1_f,busprio_l_6955_1_f,"car,pt",pt,700.0,3600.0,1.0,1.0
l_6959_0_f,busprio_l_6959_0_f,"car,pt",pt,900.0,3600.0,1.0,1.0
l_6959_0_r,busprio_l_6959_0_r,"car,pt",pt,900.0,3600.0,1.0,1.0
l_695_0_f,busprio_l_695_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_696_0_f,busprio_l_696_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6970_0_f,busprio_l_6970_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6970_0_r,busprio_l_6970_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6973_0_f,busprio_l_6973_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6974_0_f,busprio_l_6974_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6974_1_f,busprio_l_6974_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6977_0_f,busprio_l_6977_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6977_0_r,busprio_l_6977_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6979_0_f,busprio_l_6979_0_f,"car,pt",pt,400.0,3600.0,1.0,1.0
l_6979_0_r,busprio_l_6979_0_r,"car,pt",pt,400.0,3600.0,1.0,1.0
l_697_0_f,busprio_l_697_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6988_0_f,busprio_l_6988_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6989_0_f,busprio_l_6989_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6989_1_f,busprio_l_6989_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6989_2_f,busprio_l_6989_2_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6989_3_f,busprio_l_6989_3_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6989_4_f,busprio_l_6989_4_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_698_0_f,busprio_l_698_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_698_1_f,busprio_l_698_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_698_2_f,busprio_l_698_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_698_3_f,busprio_l_698_3_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_698_4_f,busprio_l_698_4_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_698_5_f,busprio_l_698_5_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_698_6_f,busprio_l_698_6_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_698_7_f,busprio_l_698_7_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6990_0_f,busprio_l_6990_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6990_1_f,busprio_l_6990_1_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_6991_0_f,busprio_l_6991_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6991_1_f,busprio_l_6991_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6991_2_f,busprio_l_6991_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6992_0_f,busprio_l_6992_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6993_0_f,busprio_l_6993_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6993_1_f,busprio_l_6993_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6993_2_f,busprio_l_6993_2_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6994_0_f,busprio_l_6994_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_6995_0_f,busprio_l_6995_0_f,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_6996_0_f,busprio_l_6996_0_f,"car,pt",pt,2400.0,3600.0,2.0,2.0
l_6997_0_f,busprio_l_6997_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6997_0_r,busprio_l_6997_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6998_0_f,busprio_l_6998_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_6998_0_r,busprio_l_6998_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_699_0_f,busprio_l_699_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_699_1_f,busprio_l_699_1_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_69_0_f,busprio_l_69_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_700_0_f,busprio_l_700_0_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_700_1_f,busprio_l_700_1_f,"car,pt",pt,1500.0,3600.0,1.0,1.0
l_7019_0_f,busprio_l_7019_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7019_0_r,busprio_l_7019_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_701_0_f,busprio_l_701_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7022_0_r,busprio_l_7022_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7023_0_f,busprio_l_7023_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7023_0_r,busprio_l_7023_0_r,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7023_1_f,busprio_l_7023_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7024_0_f,busprio_l_7024_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7025_0_f,busprio_l_7025_0_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_7025_1_f,busprio_l_7025_1_f,"car,pt",pt,5400.0,5400.0,3.0,3.0
l_7026_0_f,busprio_l_7026_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7026_1_f,busprio_l_7026_1_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7027_0_f,busprio_l_7027_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
l_7028_0_f,busprio_l_7028_0_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_7028_1_f,busprio_l_7028_1_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_7028_2_f,busprio_l_7028_2_f,"car,pt",pt,6000.0,6000.0,3.0,3.0
l_7029_0_f,busprio_l_7029_0_f,"car,pt",pt,3000.0,3600.0,2.0,2.0
l_702_0_f,busprio_l_702_0_f,"car,pt",pt,1200.0,3600.0,1.0,1.0
