scenario,population_group,activity_purpose,departure_period,origin_tcs_zone,distance_band,tour_leg_count,candidate_tours,candidate_legs,ideal_taxi_legs,allocated_taxi_leg_quota,quota_remainder,selected_tours,selected_taxi_legs
base,resident,leisure>dining,03_evening_peak_1600_1959,10,02_5_10km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>dining,03_evening_peak_1600_1959,10,03_10_20km,3,4,12,10.168689698101463,10,0.1686896981014634,3,9
base,resident,leisure>dining,03_evening_peak_1600_1959,10,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,11,04_20km_plus,3,5,15,12.710862122626828,13,0.7108621226268284,4,12
base,resident,leisure>dining,03_evening_peak_1600_1959,12,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,12,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>dining,03_evening_peak_1600_1959,14,04_20km_plus,3,5,15,12.710862122626828,13,0.7108621226268284,4,12
base,resident,leisure>dining,03_evening_peak_1600_1959,15,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>dining,03_evening_peak_1600_1959,16,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>dining,03_evening_peak_1600_1959,16,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,17,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,17,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,17,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>dining,03_evening_peak_1600_1959,18,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,19,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,19,03_10_20km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>dining,03_evening_peak_1600_1959,19,04_20km_plus,3,7,21,17.795206971677562,18,0.7952069716775618,6,18
base,resident,leisure>dining,03_evening_peak_1600_1959,21,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,21,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,21,03_10_20km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>dining,03_evening_peak_1600_1959,21,04_20km_plus,3,7,21,17.795206971677562,18,0.7952069716775618,6,18
base,resident,leisure>dining,03_evening_peak_1600_1959,22,04_20km_plus,3,4,12,10.168689698101463,10,0.1686896981014634,3,9
base,resident,leisure>dining,03_evening_peak_1600_1959,23,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,03_evening_peak_1600_1959,24,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,1,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,1,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>dining,04_night_2000_2359,2,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,2,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,3,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,4,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,4,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,7,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,8,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,9,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,10,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>dining,04_night_2000_2359,11,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,13,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,14,00_0_2km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,17,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,18,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,18,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>dining,04_night_2000_2359,20,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>dining,04_night_2000_2359,23,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,01_morning_0600_0959,3,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,01_morning_0600_0959,4,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,01_morning_0600_0959,9,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,01_morning_0600_0959,24,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,1,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,02_midday_1000_1559,2,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,3,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,02_midday_1000_1559,3,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,02_midday_1000_1559,4,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,6,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,7,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,8,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,9,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,02_midday_1000_1559,10,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,11,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,12,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,12,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,12,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,13,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,14,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,18,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,19,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,02_midday_1000_1559,23,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,03_evening_peak_1600_1959,1,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,1,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,2,03_10_20km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>leisure,03_evening_peak_1600_1959,3,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,3,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,6,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,7,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,7,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,9,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,03_evening_peak_1600_1959,10,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,03_evening_peak_1600_1959,11,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,03_evening_peak_1600_1959,13,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,03_evening_peak_1600_1959,19,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>leisure,04_night_2000_2359,1,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,04_night_2000_2359,8,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,04_night_2000_2359,9,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>leisure,04_night_2000_2359,18,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,01_morning_0600_0959,8,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,01_morning_0600_0959,10,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,01_morning_0600_0959,14,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,01_morning_0600_0959,21,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,01_morning_0600_0959,23,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,3,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,3,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,4,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,5,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,5,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,7,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,7,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,8,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,8,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>medical,02_midday_1000_1559,9,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,10,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,11,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,12,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,12,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>medical,02_midday_1000_1559,13,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,15,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,16,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,17,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>medical,02_midday_1000_1559,19,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>medical,02_midday_1000_1559,19,04_20km_plus,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>medical,02_midday_1000_1559,20,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,23,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,02_midday_1000_1559,24,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,03_evening_peak_1600_1959,1,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,03_evening_peak_1600_1959,3,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,03_evening_peak_1600_1959,7,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>medical,03_evening_peak_1600_1959,7,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,04_night_2000_2359,3,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,04_night_2000_2359,11,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>medical,04_night_2000_2359,24,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,3,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,5,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,7,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,8,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,8,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,9,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,10,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,14,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,16,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,17,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,21,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,01_morning_0600_0959,22,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,2,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,3,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,3,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,4,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,5,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,5,03_10_20km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>personal_business,02_midday_1000_1559,6,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,7,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,7,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,7,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>personal_business,02_midday_1000_1559,8,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,8,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,9,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,9,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,9,04_20km_plus,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>personal_business,02_midday_1000_1559,10,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,11,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,11,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>personal_business,02_midday_1000_1559,11,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,12,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,12,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>personal_business,02_midday_1000_1559,14,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,14,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,15,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,18,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,19,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,19,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,19,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,21,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,23,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,02_midday_1000_1559,24,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>personal_business,03_evening_peak_1600_1959,1,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,1,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,3,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,4,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>personal_business,03_evening_peak_1600_1959,4,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,5,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,6,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,7,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,8,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>personal_business,03_evening_peak_1600_1959,8,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,9,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,9,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,11,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,11,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,14,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,21,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,03_evening_peak_1600_1959,21,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,04_night_2000_2359,10,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>personal_business,04_night_2000_2359,14,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>personal_business,04_night_2000_2359,20,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,1,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,1,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,2,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,3,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,3,03_10_20km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>shopping,01_morning_0600_0959,3,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,5,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,7,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,8,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,01_morning_0600_0959,9,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,10,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,10,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,01_morning_0600_0959,10,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,12,01_2_5km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,12,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,17,04_20km_plus,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>shopping,01_morning_0600_0959,19,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,19,04_20km_plus,3,4,12,10.168689698101463,10,0.1686896981014634,3,9
base,resident,leisure>shopping,01_morning_0600_0959,21,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,01_morning_0600_0959,21,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,02_midday_1000_1559,1,02_5_10km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>shopping,02_midday_1000_1559,1,03_10_20km,3,6,18,15.253034547152195,15,0.2530345471521951,5,15
base,resident,leisure>shopping,02_midday_1000_1559,1,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,2,02_5_10km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,2,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,2,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,3,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,02_midday_1000_1559,3,03_10_20km,3,6,18,15.253034547152195,15,0.2530345471521951,5,15
base,resident,leisure>shopping,02_midday_1000_1559,3,04_20km_plus,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,4,03_10_20km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,02_midday_1000_1559,4,04_20km_plus,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
base,resident,leisure>shopping,02_midday_1000_1559,5,00_0_2km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,02_midday_1000_1559,5,02_5_10km,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,02_midday_1000_1559,5,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,5,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,02_midday_1000_1559,6,03_10_20km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,6,04_20km_plus,3,1,3,2.542172424525366,3,0.5421724245253658,1,3
base,resident,leisure>shopping,02_midday_1000_1559,7,02_5_10km,3,2,6,5.084344849050732,5,0.0843448490507317,2,6
base,resident,leisure>shopping,02_midday_1000_1559,7,03_10_20km,3,3,9,7.6265172735760975,8,0.6265172735760975,3,9
