bus_stop_facility,metro_stop_facility,distance_m,transfer_time_s
bus_stop_350100010081_024_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010082_013_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010084_016_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010091_014_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010105_012_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010106_016_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010126_033_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010137_017_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010137_018_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010138_017_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010140_013_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010146_007_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010151_027_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010152_022_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010152_023_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010154_011_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010175_012_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010176_013_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010200_006_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010207_023_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010262_012_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010302_014_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_350100010312_036_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010313_010_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010322_022_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010323_011_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_350100010362_014_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_350100010363_025_BV10430784,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_900000083059_012_BV10208540,metro_stop_350100020746_006_BV10604608,233.95,254.959
bus_stop_900000140959_013_BV11394182,metro_stop_350100020746_006_BV10604608,165.305,197.754
bus_stop_900000140959_014_BV09070916,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_900000146903_015_BV10430784,metro_stop_350100020746_006_BV10604608,166.994,199.162
bus_stop_900000146904_004_BV10430784,metro_stop_350100020746_006_BV10604608,147.651,183.043
bus_stop_350100010021_017_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010022_022_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_350100010077_026_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010078_009_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_350100010081_023_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_350100010082_014_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010145_031_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010146_006_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_350100010175_013_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010176_012_BV10208590,metro_stop_350100020746_006_BV10604608,252.017,270.014
bus_stop_350100010200_007_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010207_022_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_350100010312_037_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010313_009_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_350100010322_021_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_350100010323_012_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010523_025_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_900000083059_011_BV10208590,metro_stop_350100020746_006_BV10604608,235.609,256.341
bus_stop_900000083060_017_BV10208590,metro_stop_350100020746_006_BV10604608,235.287,256.072
bus_stop_350100010018_018_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010063_026_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010064_005_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010083_014_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010084_015_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010091_013_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010092_021_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010105_011_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010106_017_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010125_007_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010126_032_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010139_014_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010140_012_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010153_024_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010154_010_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010262_011_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010302_013_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010303_015_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010362_013_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_350100010363_026_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010523_026_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_900000146903_014_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_900000146904_005_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_900000146927_009_BV10208539,metro_stop_350100020746_006_BV10604608,250.578,268.815
bus_stop_900000146928_003_BV10208539,metro_stop_350100020746_006_BV10604608,254.512,272.093
bus_stop_350100010018_015_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010033_020_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010034_016_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010063_029_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010064_002_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010077_023_BV10826235,metro_stop_350100020746_007_BV10210922,93.885,138.237
bus_stop_350100010078_012_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010083_011_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010084_018_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010125_004_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010126_035_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010137_020_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010138_014_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010139_011_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010140_015_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010145_028_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010146_009_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010151_024_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010152_025_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010153_021_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010173_017_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010174_020_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010240_023_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010246_018_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010278_010_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010279_023_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010303_012_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010314_021_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010315_003_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010376_013_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_350100010379_023_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_900000146927_010_BV10826235,metro_stop_350100020746_007_BV10210922,101.995,144.996
bus_stop_900000146928_002_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_900000254122_003_BV10826235,metro_stop_350100020746_007_BV10210922,125.7,164.75
bus_stop_350100010018_016_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010033_019_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010034_017_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010063_028_BV11184090,metro_stop_350100020746_007_BV10210922,140.799,177.333
bus_stop_350100010064_003_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010077_024_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010078_011_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010083_012_BV11184090,metro_stop_350100020746_007_BV10210922,229.143,250.952
bus_stop_350100010084_017_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010125_005_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010126_034_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010137_019_BV11184090,metro_stop_350100020746_007_BV10210922,140.799,177.333
bus_stop_350100010138_015_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010139_012_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010140_014_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010145_029_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010146_008_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010151_025_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010152_024_BV11184090,metro_stop_350100020746_007_BV10210922,140.799,177.333
bus_stop_350100010153_022_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010154_012_BV11184090,metro_stop_350100020746_007_BV10210922,140.799,177.333
bus_stop_350100010173_018_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010174_019_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010240_024_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010246_017_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010262_013_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010278_009_BV11184090,metro_stop_350100020746_007_BV10210922,140.799,177.333
bus_stop_350100010279_024_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010302_015_BV11184090,metro_stop_350100020746_007_BV10210922,140.799,177.333
bus_stop_350100010303_013_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010314_020_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010315_004_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_350100010376_012_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010379_024_BV11184090,metro_stop_350100020746_007_BV10210922,251.317,269.431
bus_stop_900000254118_005_BV11184090,metro_stop_350100020746_007_BV10210922,153.576,187.98
bus_stop_350100010111_026_BV10208394,metro_stop_350100020746_008_BV10210902,227.837,249.864
bus_stop_350100010304_019_BV10208394,metro_stop_350100020746_008_BV10210902,227.837,249.864
bus_stop_350100010004_016_BV10208394,metro_stop_350100020746_008_BV10210902,217.936,241.614
bus_stop_350100010025_019_BV10208394,metro_stop_350100020746_008_BV10210902,217.936,241.614
bus_stop_350100010041_015_BV10208394,metro_stop_350100020746_008_BV10210902,217.936,241.614
bus_stop_350100010132_002_BV10208394,metro_stop_350100020746_008_BV10210902,217.936,241.614
bus_stop_350100010135_015_BV10208394,metro_stop_350100020746_008_BV10210902,217.936,241.614
bus_stop_350100010493_002_BV10208394,metro_stop_350100020746_008_BV10210902,217.936,241.614
bus_stop_350100010619_002_BV10208394,metro_stop_350100020746_008_BV10210902,217.936,241.614
bus_stop_350100010003_004_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_350100010020_013_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_350100010042_012_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_350100010079_016_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_350100010108_021_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_350100010112_009_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_350100010136_023_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_900000112868_013_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_900000161216_006_BV10809101,metro_stop_350100020746_008_BV10210902,296.745,307.288
bus_stop_900000206825_005_BV10809101,metro_stop_350100020746_008_BV10210902,296.52,307.1
bus_stop_350100010019_015_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010020_014_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010033_021_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010034_015_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010046_024_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010073_016_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010074_013_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010077_022_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010078_013_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010079_017_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010080_014_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010083_010_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010084_019_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010137_021_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010138_013_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010147_018_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010148_017_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010149_019_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010150_010_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010228_022_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010230_013_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010279_022_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010304_020_BV10331009,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010310_019_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_350100010311_021_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010315_002_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010380_011_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_900000000888_010_BV10208416,metro_stop_350100020746_008_BV10210902,155.84,189.867
bus_stop_900000000889_023_BV10208416,metro_stop_350100020746_008_BV10210902,180.113,210.094
bus_stop_350100010025_020_BV10208574,metro_stop_350100020746_008_BV10210902,270.807,285.672
bus_stop_350100010026_012_BV10208574,metro_stop_350100020746_008_BV10210902,292.629,303.858
bus_stop_350100010137_022_BV10208574,metro_stop_350100020746_008_BV10210902,270.807,285.672
bus_stop_350100010138_012_BV10208574,metro_stop_350100020746_008_BV10210902,292.629,303.858
bus_stop_350100010619_003_BV10208574,metro_stop_350100020746_008_BV10210902,270.807,285.672
bus_stop_350100010620_018_BV10208574,metro_stop_350100020746_008_BV10210902,292.629,303.858
bus_stop_900000254748_021_BV10208574,metro_stop_350100020746_008_BV10210902,292.629,303.858
bus_stop_900000254750_006_BV10208574,metro_stop_350100020746_008_BV10210902,292.629,303.858
bus_stop_350100010250_019_BV11185184,metro_stop_350100020746_009_BV10210921,102.935,145.779
bus_stop_900000254118_007_BV09532419,metro_stop_350100020746_009_BV10210921,102.935,145.779
bus_stop_350100010034_013_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010046_022_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010073_014_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010077_020_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010083_008_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010107_015_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010131_020_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010148_015_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010149_017_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010228_020_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010311_019_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010491_028_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_900000000889_021_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_900000254116_003_BV10551239,metro_stop_350100020746_009_BV10210921,223.707,246.422
bus_stop_350100010255_005_BV11185184,metro_stop_350100020746_009_BV10210921,60.581,110.484
bus_stop_900000254122_001_BV09532419,metro_stop_350100020746_009_BV10210921,60.581,110.484
bus_stop_900000254112_002_BV09532416,metro_stop_350100020746_009_BV10210921,187.163,215.969
bus_stop_900000254113_001_BV09532416,metro_stop_350100020746_009_BV10210921,186.575,215.479
bus_stop_350100010011_019_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010012_008_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010018_008_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010023_020_BV10391609,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010024_019_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010031_018_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010032_019_BV10391609,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010046_018_BV10391609,metro_stop_350100020746_010_BV10210920,134.323,171.936
bus_stop_350100010047_022_BV10665298,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010048_006_BV10391609,metro_stop_350100020746_010_BV10210920,134.323,171.936
bus_stop_350100010054_050_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010059_041_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010061_005_BV10391609,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010062_026_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010101_013_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010102_021_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010107_011_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010108_027_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010127_027_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010128_008_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010175_003_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010176_023_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010213_028_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010217_006_BV10391609,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010238_027_BV10391609,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010245_011_BV10391609,metro_stop_350100020746_010_BV10210920,51.686,103.071
bus_stop_350100010254_011_BV10665298,metro_stop_350100020746_010_BV10210920,120.419,160.349
bus_stop_350100010256_021_BV10665298,metro_stop_350100020746_010_BV10210920,61.277,111.065
bus_stop_350100010262_020_BV10391609,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010278_016_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010279_017_BV10391609,metro_stop_350100020746_010_BV10210920,134.323,171.936
bus_stop_350100010286_010_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010287_020_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010293_016_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010294_006_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010303_003_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010304_013_BV10391609,metro_stop_350100020746_010_BV10210920,134.323,171.936
bus_stop_350100010305_017_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010320_008_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010321_023_BV10391609,metro_stop_350100020746_010_BV10210920,120.419,160.349
bus_stop_350100010345_015_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010346_010_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010347_021_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010348_011_BV10665298,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010356_023_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010357_015_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010376_020_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010379_016_BV10391609,metro_stop_350100020746_010_BV10210920,134.323,171.936
bus_stop_350100010380_016_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010405_022_BV10391609,metro_stop_350100020746_010_BV10210920,103.818,146.515
bus_stop_350100010406_013_BV10391609,metro_stop_350100020746_010_BV10210920,72.565,120.471
bus_stop_350100010491_024_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010492_003_BV10391609,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010493_007_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_350100010494_030_BV10391609,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_900000254748_025_BV09535506,metro_stop_350100020746_010_BV10210920,63.932,113.277
bus_stop_900000254750_002_BV09535506,metro_stop_350100020746_010_BV10210920,147.219,182.682
bus_stop_350100010011_018_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010012_009_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_350100010073_010_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010074_019_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_350100010111_021_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010112_015_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_350100010238_026_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010245_012_BV10208480,metro_stop_350100020746_010_BV10210920,266.089,281.741
bus_stop_350100010254_010_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010256_022_BV10208480,metro_stop_350100020746_010_BV10210920,266.089,281.741
bus_stop_350100010286_009_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010287_021_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_350100010302_024_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_350100010318_014_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010319_022_BV10208480,metro_stop_350100020746_010_BV10210920,266.089,281.741
bus_stop_350100010337_025_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010338_016_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_350100010356_022_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_350100010357_016_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_350100010366_025_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_900000094001_026_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_900000094002_007_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
bus_stop_900000104375_005_BV10208480,metro_stop_350100020746_010_BV10210920,281.905,294.921
bus_stop_900000220899_004_BV10208480,metro_stop_350100020746_010_BV10210920,275.389,289.491
