"YR_MTH","MODE","TTD_PTO_CODE","FRANCHISE_TYPE","RAIL_LINE","BUS_TYPE_CODE","KM","KM_INDI","KM_CROSS_HARBOUR","KM_CROSS_HARBOUR_INDI","NO_FLEET","NO_FLEET_INDI","PAX_CAP","PAX_CAP_INDI"
"202005","Fran_Bus","CTB","2","","DD",,"",,"",247,"",,""
"202005","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202005","Fran_Bus","NWFB","","","",2901.2701,"",1189.8023,"",681,"",87594,""
"202005","Fran_Bus","NWFB","","","DD",,"",,"",664,"",,""
"202005","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202005","Fran_Bus","LWB","","","",2367.94,"",,"",274,"",33620,""
"202005","Fran_Bus","LWB","","","DD",,"",,"",270,"",,""
"202005","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202005","Fran_Bus","NLB","","","",466.601,"",,"",150,"",13093,""
"202005","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202005","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202005","Railways","MTRC","","Local","",2537.978,"",,"",1988,"",627964,""
"202005","Railways","MTRC","","Airport","",102.859,"",,"",77,"",7700,""
"202005","Railways","MTRC","","LRT","",632.882,"",,"",139,"",34055,""
"202005","Railways","HKT","","","",375.22718,"",,"",161,"",18515,""
"202005","PLB","GMB","","","",24503.159,"",,"",3304,"",56645,""
"202005","PLB","RMB","","","",,"",,"",973,"",16102,""
"202005","Ferries","NWFF","","","",0,"",,"",21,"",12824,""
"202005","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202005","Ferries","LFS","","","",0,"",,"",42,"",12119,""
"202005","LRB","LRB","","","",488.9304,"",,"",143,"",16864,""
"202005","LRB","LRB","","","DD",,"",,"",132,"",,""
"202005","LRB","LRB","","","SD",,"",,"",11,"",,""
"202005","RS","RS","","","",3012.742,"",,"",1095,"",53444,""
"202005","TAX","TAX","","","",,"",,"",18024,"",77608,""
"202006","Fran_Bus","KMB","","","",22880.566,"",2981.287,"",4048,"",529991,""
"202006","TAX","TAX","","","",,"",,"",18067,"",77729,""
"202006","Fran_Bus","KMB","","","SD",,"",,"",136,"",,""
"202006","Fran_Bus","CTB","1","","",3655.0211,"",1804.4022,"",771,"",98242,""
"202006","Fran_Bus","CTB","1","","DD",,"",,"",734,"",,""
"202006","Fran_Bus","CTB","1","","SD",,"",,"",37,"",,""
"202006","Fran_Bus","CTB","2","","",1725.705,"",336.3828,"",246,"",32224,""
"202006","Fran_Bus","CTB","2","","DD",,"",,"",246,"",,""
"202006","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202006","Fran_Bus","NWFB","","","",2995.3483,"",1226.5061,"",681,"",87676,""
"202006","Fran_Bus","NWFB","","","DD",,"",,"",664,"",,""
"202006","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202006","Fran_Bus","LWB","","","",2290.805,"",,"",277,"",33978,""
"202006","Fran_Bus","LWB","","","DD",,"",,"",273,"",,""
"202006","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202006","Fran_Bus","NLB","","","",445.912,"",,"",150,"",13093,""
"202006","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202006","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202006","Railways","MTRC","","Local","",2495.428,"",,"",1988,"",627964,""
"202006","Railways","MTRC","","Airport","",100.458,"",,"",77,"",7700,""
"202006","Railways","MTRC","","LRT","",611.804,"",,"",139,"",34055,""
"202006","Railways","HKT","","","",371.82061,"",,"",161,"",18515,""
"202006","PLB","GMB","","","",24653.788,"",,"",3315,"",56902,""
"202006","PLB","RMB","","","",,"",,"",990,"",16392,""
"202006","Ferries","NWFF","","","",0,"",,"",21,"",12824,""
"202006","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202006","Ferries","LFS","","","",0,"",,"",43,"",12043,""
"202006","LRB","LRB","","","",472.2233,"",,"",143,"",16864,""
"202006","LRB","LRB","","","DD",,"",,"",132,"",,""
"202006","LRB","LRB","","","SD",,"",,"",11,"",,""
"202006","RS","RS","","","",2972.273,"",,"",1099,"",53462,""
"202006","Fran_Bus","KMB","","","DD",,"",,"",3912,"",,""
"202007","Fran_Bus","KMB","","","",23450.671,"",3047.514,"",4022,"",527452,""
"202007","Railways","HKT","","","",380.92301,"",,"",161,"",18515,""
"202007","PLB","GMB","","","",24311.071,"",,"",3305,"",56765,""
"202007","PLB","RMB","","","",,"",,"",992,"",16424,""
"202007","Ferries","NWFF","","","",0,"",,"",21,"",12824,""
"202007","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202007","Ferries","LFS","","","",0,"",,"",42,"",11820,""
"202007","LRB","LRB","","","",490.625,"",,"",143,"",16864,""
"202007","LRB","LRB","","","DD",,"",,"",132,"",,""
"202007","LRB","LRB","","","SD",,"",,"",11,"",,""
"202007","RS","RS","","","",3059.186,"",,"",1106,"",53857,""
"202007","TAX","TAX","","","",,"",,"",18078,"",77718,""
"202007","Fran_Bus","KMB","","","SD",,"",,"",138,"",,""
"202007","Fran_Bus","CTB","1","","",4079.8853,"",2024.7297,"",773,"",99017,""
"202007","Fran_Bus","CTB","1","","DD",,"",,"",740,"",,""
"202007","Fran_Bus","CTB","1","","SD",,"",,"",33,"",,""
"202007","Fran_Bus","CTB","2","","",1793.1896,"",348.8224,"",247,"",32380,""
"202007","Fran_Bus","CTB","2","","DD",,"",,"",247,"",,""
"202007","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202007","Fran_Bus","NWFB","","","",3440.7246,"",1401.1515,"",684,"",88059,""
"202007","Fran_Bus","NWFB","","","DD",,"",,"",667,"",,""
"202007","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202007","Fran_Bus","LWB","","","",2379.469,"",,"",277,"",33983,""
"202007","Fran_Bus","LWB","","","DD",,"",,"",273,"",,""
"202007","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202007","Fran_Bus","NLB","","","",448.951,"",,"",150,"",13093,""
"202007","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202007","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202007","Railways","MTRC","","Local","",2753.361,"",,"",1988,"",627964,""
"202007","Railways","MTRC","","Airport","",103.892,"",,"",77,"",7700,""
"202007","Railways","MTRC","","LRT","",633.613,"",,"",139,"",34055,""
"202007","Fran_Bus","KMB","","","DD",,"",,"",3884,"",,""
"202008","Fran_Bus","KMB","","","",21580.927,"",2823.315,"",4003,"",525041,""
"202008","TAX","TAX","","","",,"",,"",18066,"",77616,""
"202008","Fran_Bus","KMB","","","SD",,"",,"",137,"",,""
"202008","Fran_Bus","CTB","1","","",3729.9892,"",1895.6281,"",767,"",98263,""
"202008","Fran_Bus","CTB","1","","DD",,"",,"",734,"",,""
"202008","Fran_Bus","CTB","1","","SD",,"",,"",33,"",,""
"202008","Fran_Bus","CTB","2","","",1762.0227,"",338.0339,"",243,"",31852,""
"202008","Fran_Bus","CTB","2","","DD",,"",,"",243,"",,""
"202008","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202008","Fran_Bus","NWFB","","","",3152.7502,"",1354.155,"",683,"",87939,""
"202008","Fran_Bus","NWFB","","","DD",,"",,"",666,"",,""
"202008","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202008","Fran_Bus","LWB","","","",2203.872,"",,"",277,"",34010,""
"202008","Fran_Bus","LWB","","","DD",,"",,"",273,"",,""
"202008","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202008","Fran_Bus","NLB","","","",428.546,"",,"",150,"",13093,""
"202008","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202008","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202008","Railways","MTRC","","Local","",2569.33,"",,"",1988,"",627964,""
"202008","Railways","MTRC","","Airport","",102.594,"",,"",77,"",7700,""
"202008","Railways","MTRC","","LRT","",627.009,"",,"",139,"",34055,""
"202008","Railways","HKT","","","",381.45091,"",,"",161,"",18515,""
"202008","PLB","GMB","","","",23537.38,"",,"",3300,"",56701,""
"202008","PLB","RMB","","","",,"",,"",989,"",16379,""
"202008","Ferries","NWFF","","","",0,"",,"",21,"",12824,""
"202008","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202008","Ferries","LFS","","","",0,"",,"",42,"",11820,""
"202008","LRB","LRB","","","",479.1151,"",,"",143,"",16864,""
"202008","LRB","LRB","","","DD",,"",,"",132,"",,""
"202008","LRB","LRB","","","SD",,"",,"",11,"",,""
"202008","RS","RS","","","",3000.712,"",,"",1094,"",53253,""
"202008","Fran_Bus","KMB","","","DD",,"",,"",3866,"",,""
"202009","Ferries","LFS","","","",0,"",,"",44,"",12445,""
"202009","LRB","LRB","","","",474.8497,"",,"",143,"",16864,""
"202009","LRB","LRB","","","DD",,"",,"",132,"",,""
"202009","LRB","LRB","","","SD",,"",,"",11,"",,""
"202009","RS","RS","","","",2958.448,"",,"",1097,"",53560,""
"202009","TAX","TAX","","","",,"",,"",18067,"",77529,""
"202009","Fran_Bus","KMB","","","",22583.045,"",2947.088,"",3975,"",521355,""
"202009","Fran_Bus","KMB","","","DD",,"",,"",3836,"",,""
"202009","Fran_Bus","KMB","","","SD",,"",,"",139,"",,""
"202009","Fran_Bus","CTB","1","","",3987.3594,"",1994.5928,"",771,"",98950,""
"202009","Fran_Bus","CTB","1","","DD",,"",,"",740,"",,""
"202009","Fran_Bus","CTB","1","","SD",,"",,"",31,"",,""
"202009","Fran_Bus","CTB","2","","",1729.0634,"",331.6188,"",246,"",32237,""
"202009","Fran_Bus","CTB","2","","DD",,"",,"",246,"",,""
"202009","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202009","Fran_Bus","NWFB","","","",3381.0642,"",1380.5802,"",690,"",88875,""
"202009","Fran_Bus","NWFB","","","DD",,"",,"",673,"",,""
"202009","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202009","Fran_Bus","LWB","","","",2237.276,"",,"",277,"",33997,""
"202009","Fran_Bus","LWB","","","DD",,"",,"",273,"",,""
"202009","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202009","Fran_Bus","NLB","","","",427.647,"",,"",150,"",13093,""
"202009","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202009","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202009","Railways","MTRC","","Local","",2580.192,"",,"",1988,"",627964,""
"202009","Railways","MTRC","","Airport","",101.015,"",,"",77,"",7700,""
"202009","Railways","MTRC","","LRT","",582.256,"",,"",139,"",34055,""
"202009","Railways","HKT","","","",376.79363,"",,"",161,"",18515,""
"202009","PLB","GMB","","","",24064.583,"",,"",3296,"",56661,""
"202009","PLB","RMB","","","",,"",,"",994,"",16465,""
"202009","Ferries","NWFF","","","",0,"",,"",21,"",12824,""
"202009","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202010","Ferries","LFS","","","",0,"",,"",45,"",12825,""
"202010","LRB","LRB","","","",473.7376,"",,"",143,"",16864,""
"202010","Ferries","NWFF","","","",0,"",,"",22,"",13259,""
"202010","PLB","RMB","","","",,"",,"",992,"",16436,""
"202010","PLB","GMB","","","",25188.909,"",,"",3290,"",56586,""
"202010","Railways","HKT","","","",379.70301,"",,"",161,"",18515,""
"202010","Railways","MTRC","","LRT","",588.883,"",,"",139,"",34055,""
"202010","Railways","MTRC","","Airport","",101.571,"",,"",77,"",7700,""
"202010","Railways","MTRC","","Local","",2564.444,"",,"",1988,"",627964,""
"202010","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202010","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202010","Fran_Bus","NLB","","","",504.023,"",,"",150,"",13093,""
"202010","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202010","Fran_Bus","LWB","","","DD",,"",,"",273,"",,""
"202010","Fran_Bus","LWB","","","",2264.509,"",,"",277,"",33997,""
"202010","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202010","Fran_Bus","NWFB","","","DD",,"",,"",673,"",,""
"202010","Fran_Bus","NWFB","","","",3459.0198,"",1383.6684,"",690,"",88875,""
"202010","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202010","Fran_Bus","CTB","2","","DD",,"",,"",236,"",,""
"202010","Fran_Bus","CTB","2","","",1735.7263,"",331.2456,"",236,"",30944,""
"202010","Fran_Bus","CTB","1","","SD",,"",,"",28,"",,""
"202010","Fran_Bus","CTB","1","","DD",,"",,"",737,"",,""
"202010","Fran_Bus","CTB","1","","",4033.4498,"",1991.3059,"",765,"",98503,""
"202010","Fran_Bus","KMB","","","SD",,"",,"",138,"",,""
"202010","Fran_Bus","KMB","","","DD",,"",,"",3846,"",,""
"202010","Fran_Bus","KMB","","","",23111.646,"",2960.797,"",3984,"",522882,""
"202010","TAX","TAX","","","",,"",,"",18079,"",77521,""
"202010","RS","RS","","","",2968.704,"",,"",1087,"",53063,""
"202010","LRB","LRB","","","SD",,"",,"",11,"",,""
"202010","LRB","LRB","","","DD",,"",,"",132,"",,""
"202010","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202011","RS","RS","","","",2955.104,"",,"",1090,"",53041,""
"202011","LRB","LRB","","","SD",,"",,"",11,"",,""
"202011","LRB","LRB","","","DD",,"",,"",132,"",,""
"202011","LRB","LRB","","","",484.3709,"",,"",143,"",16864,""
"202011","Ferries","LFS","","","",0,"",,"",44,"",12445,""
"202011","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202011","Ferries","NWFF","","","",0,"",,"",22,"",13259,""
"202011","PLB","RMB","","","",,"",,"",989,"",16388,""
"202011","PLB","GMB","","","",24883.362,"",,"",3294,"",56683,""
"202011","Railways","HKT","","","",375.48941,"",,"",161,"",18515,""
"202011","Railways","MTRC","","LRT","",586.553,"",,"",139,"",34055,""
"202011","Railways","MTRC","","Airport","",100.458,"",,"",77,"",7700,""
"202011","Railways","MTRC","","Local","",2632.307,"",,"",1988,"",627964,""
"202011","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202011","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202011","Fran_Bus","NLB","","","",485.839,"",,"",150,"",13093,""
"202011","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202011","Fran_Bus","LWB","","","DD",,"",,"",273,"",,""
"202011","Fran_Bus","LWB","","","",2250.154,"",,"",277,"",33997,""
"202011","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202011","Fran_Bus","NWFB","","","DD",,"",,"",673,"",,""
"202011","Fran_Bus","NWFB","","","",3460.5823,"",1397.4963,"",690,"",88875,""
"202011","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202011","Fran_Bus","CTB","2","","DD",,"",,"",227,"",,""
"202011","Fran_Bus","CTB","2","","",1768.5784,"",336.6837,"",227,"",29790,""
"202011","Fran_Bus","CTB","1","","SD",,"",,"",26,"",,""
"202011","Fran_Bus","CTB","1","","DD",,"",,"",735,"",,""
"202011","Fran_Bus","CTB","1","","",4046.6881,"",2006.8405,"",761,"",98135,""
"202011","Fran_Bus","KMB","","","SD",,"",,"",138,"",,""
"202011","TAX","TAX","","","",,"",,"",18090,"",77477,""
"202011","Fran_Bus","KMB","","","",23115.877,"",2983.319,"",3996,"",524494,""
"202011","Fran_Bus","KMB","","","DD",,"",,"",3858,"",,""
"202012","RS","RS","","","",3005.631,"",,"",1090,"",52753,""
"202012","TAX","TAX","","","",,"",,"",18084,"",77393,""
"202012","Fran_Bus","KMB","","","",22493.66,"",2924.222,"",3997,"",524525,""
"202012","Fran_Bus","KMB","","","DD",,"",,"",3857,"",,""
"202012","Fran_Bus","KMB","","","SD",,"",,"",140,"",,""
"202012","Fran_Bus","CTB","1","","",3713.9788,"",1867.7226,"",744,"",95699,""
"202012","Fran_Bus","CTB","1","","DD",,"",,"",715,"",,""
"202012","Fran_Bus","CTB","1","","SD",,"",,"",29,"",,""
"202012","Fran_Bus","CTB","2","","",1636.4755,"",305.3851,"",223,"",29285,""
"202012","Fran_Bus","CTB","2","","DD",,"",,"",223,"",,""
"202012","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202012","Fran_Bus","NWFB","","","",3161.2865,"",1309.3944,"",690,"",88875,""
"202012","Fran_Bus","NWFB","","","DD",,"",,"",673,"",,""
"202012","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202012","Fran_Bus","LWB","","","",2276.927,"",,"",238,"",29193,""
"202012","Fran_Bus","LWB","","","DD",,"",,"",234,"",,""
"202012","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202012","Fran_Bus","NLB","","","",495.591,"",,"",150,"",13093,""
"202012","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202012","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202012","Railways","MTRC","","Local","",2655.871,"",,"",1988,"",627964,""
"202012","Railways","MTRC","","Airport","",103.974,"",,"",77,"",7700,""
"202012","Railways","MTRC","","LRT","",596.259,"",,"",139,"",34055,""
"202012","Railways","HKT","","","",391.57135,"",,"",161,"",18515,""
"202012","PLB","GMB","","","",24426.185,"",,"",3281,"",56493,""
"202012","PLB","RMB","","","",,"",,"",986,"",16340,""
"202012","Ferries","NWFF","","","",0,"",,"",22,"",13259,""
"202012","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202012","Ferries","LFS","","","",0,"",,"",44,"",12445,""
"202012","LRB","LRB","","","",507.7087,"",,"",142,"",16742,""
"202012","LRB","LRB","","","DD",,"",,"",131,"",,""
"202012","LRB","LRB","","","SD",,"",,"",11,"",,""
"202101","Fran_Bus","NLB","","","",501.208,"",,"",150,"",13093,""
"202101","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202101","Fran_Bus","NLB","","","SD",,"",,"",92,"",,""
"202101","Railways","MTRC","","Local","",2610.018,"",,"",1988,"",627964,""
"202101","Railways","MTRC","","Airport","",102.859,"",,"",77,"",7700,""
"202101","Railways","MTRC","","LRT","",588.083,"",,"",139,"",34055,""
"202101","Railways","HKT","","","",407.43495,"",,"",161,"",18515,""
"202101","PLB","GMB","","","",24383.696,"",,"",3279,"",56479,""
"202101","PLB","RMB","","","",,"",,"",983,"",16295,""
"202101","Ferries","NWFF","","","",0,"",,"",22,"",13259,""
"202101","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202101","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202101","Ferries","LFS","","","",0,"",,"",43,"",12270,""
"202101","LRB","LRB","","","",506.7032,"",,"",142,"",16742,""
"202101","LRB","LRB","","","DD",,"",,"",131,"",,""
"202101","LRB","LRB","","","SD",,"",,"",11,"",,""
"202101","RS","RS","","","",3052.244,"",,"",1083,"",52411,""
"202101","TAX","TAX","","","",,"",,"",18081,"",77330,""
"202101","Fran_Bus","KMB","","","",21434.168,"",2794.784,"",3952,"",518940,""
"202101","Fran_Bus","KMB","","","DD",,"",,"",3811,"",,""
"202101","Fran_Bus","KMB","","","SD",,"",,"",141,"",,""
"202101","Fran_Bus","CTB","1","","",3355.3109,"",1743.2112,"",710,"",91298,""
"202101","Fran_Bus","CTB","1","","DD",,"",,"",680,"",,""
"202101","Fran_Bus","CTB","1","","SD",,"",,"",30,"",,""
"202101","Fran_Bus","CTB","2","","",1474.99,"",269.0395,"",216,"",28375,""
"202101","Fran_Bus","CTB","2","","DD",,"",,"",216,"",,""
"202101","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202101","Fran_Bus","NWFB","","","",2781.9575,"",1148.5143,"",690,"",88875,""
"202101","Fran_Bus","NWFB","","","DD",,"",,"",673,"",,""
"202101","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202101","Fran_Bus","LWB","","","",2196.604,"",,"",239,"",29316,""
"202101","Fran_Bus","LWB","","","DD",,"",,"",235,"",,""
"202102","Fran_Bus","KMB","","","",19250.698,"",2522.68,"",4020,"",528667,""
"202102","Fran_Bus","KMB","","","DD",,"",,"",3879,"",,""
"202102","Fran_Bus","KMB","","","SD",,"",,"",141,"",,""
"202102","Fran_Bus","CTB","1","","",3277.6405,"",1689.3699,"",760,"",97407,""
"202102","Fran_Bus","CTB","1","","DD",,"",,"",727,"",,""
"202102","Fran_Bus","CTB","1","","SD",,"",,"",33,"",,""
"202102","Fran_Bus","CTB","2","","",1336.1301,"",242.2049,"",214,"",28121,""
"202102","Fran_Bus","CTB","2","","DD",,"",,"",214,"",,""
"202102","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202102","Fran_Bus","NWFB","","","",2768.8085,"",1135.2155,"",689,"",88745,""
"202102","Fran_Bus","NWFB","","","DD",,"",,"",672,"",,""
"202102","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202102","Fran_Bus","LWB","","","",1976.17,"",,"",239,"",29335,""
"202102","Fran_Bus","LWB","","","DD",,"",,"",235,"",,""
"202102","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202102","Fran_Bus","NLB","","","",499.959,"",,"",148,"",12967,""
"202102","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202102","Fran_Bus","NLB","","","SD",,"",,"",90,"",,""
"202102","Railways","MTRC","","Local","",2382.969,"",,"",2008,"",635734,""
"202102","Railways","MTRC","","Airport","",92.869,"",,"",77,"",7700,""
"202102","Railways","MTRC","","LRT","",535.319,"",,"",142,"",34790,""
"202102","Railways","HKT","","","",362.14411,"",,"",161,"",18515,""
"202102","PLB","GMB","","","",22250.62,"",,"",3276,"",56452,""
"202102","PLB","RMB","","","",,"",,"",990,"",16407,""
"202102","Ferries","NWFF","","","",0,"",,"",22,"",13259,""
"202102","Ferries","STF","","","",0,"",,"",10,"",4916,""
"202102","Ferries","LFS","","","",0,"",,"",43,"",12270,""
"202102","LRB","LRB","","","",451.4272,"",,"",142,"",16742,""
"202102","LRB","LRB","","","DD",,"",,"",131,"",,""
"202102","LRB","LRB","","","SD",,"",,"",11,"",,""
"202102","RS","RS","","","",2770.894,"",,"",1077,"",51968,""
"202102","TAX","TAX","","","",,"",,"",18068,"",77226,""
"202103","Fran_Bus","CTB","2","","",1488.4541,"",264.9268,"",207,"",27223,""
"202103","Fran_Bus","CTB","2","","DD",,"",,"",207,"",,""
"202103","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202103","Fran_Bus","NWFB","","","",3334.3923,"",1393.5556,"",689,"",88745,""
"202103","Fran_Bus","NWFB","","","DD",,"",,"",672,"",,""
"202103","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202103","Fran_Bus","LWB","","","",2227.976,"",,"",239,"",29335,""
"202103","Fran_Bus","LWB","","","DD",,"",,"",235,"",,""
"202103","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202103","Fran_Bus","NLB","","","",461.699,"",,"",147,"",12900,""
"202103","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202103","Fran_Bus","NLB","","","SD",,"",,"",89,"",,""
"202103","Railways","MTRC","","Local","",2703.783,"",,"",2008,"",635734,""
"202103","Railways","MTRC","","Airport","",104.531,"",,"",77,"",7700,""
"202103","Railways","MTRC","","LRT","",606.516,"",,"",142,"",34790,""
"202103","Railways","HKT","","","",397.26595,"",,"",161,"",18515,""
"202103","PLB","GMB","","","",25117.331,"",,"",3271,"",56402,""
"202103","PLB","RMB","","","",,"",,"",990,"",16413,""
"202103","Ferries","NWFF","","","",0,"",,"",22,"",13259,""
"202103","Ferries","STF","","","",0,"",,"",10,"",4750,""
"202103","Ferries","LFS","","","",0,"",,"",42,"",11868,""
"202103","LRB","LRB","","","",507.7799,"",,"",146,"",17242,""
"202103","LRB","LRB","","","DD",,"",,"",135,"",,""
"202103","LRB","LRB","","","SD",,"",,"",11,"",,""
"202103","RS","RS","","","",3144.941,"",,"",1081,"",52212,""
"202103","TAX","TAX","","","",,"",,"",18067,"",77093,""
"202103","Fran_Bus","KMB","","","",21767.368,"",2898.697,"",4020,"",528686,""
"202103","Fran_Bus","KMB","","","DD",,"",,"",3879,"",,""
"202103","Fran_Bus","KMB","","","SD",,"",,"",141,"",,""
"202103","Fran_Bus","CTB","1","","",3952.916,"",2016.3899,"",756,"",97072,""
"202103","Fran_Bus","CTB","1","","DD",,"",,"",723,"",,""
"202103","Fran_Bus","CTB","1","","SD",,"",,"",33,"",,""
"202104","Fran_Bus","CTB","2","","DD",,"",,"",202,"",,""
"202104","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202104","Fran_Bus","NWFB","","","",3106.0045,"",1300.3777,"",689,"",88745,""
"202104","Fran_Bus","NWFB","","","DD",,"",,"",672,"",,""
"202104","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202104","Fran_Bus","LWB","","","",2136.935,"",,"",239,"",29335,""
"202104","Fran_Bus","LWB","","","DD",,"",,"",235,"",,""
"202104","Fran_Bus","LWB","","","SD",,"",,"",4,"",,""
"202104","Fran_Bus","NLB","","","",483.82,"",,"",148,"",12967,""
"202104","Fran_Bus","NLB","","","DD",,"",,"",58,"",,""
"202104","Fran_Bus","NLB","","","SD",,"",,"",90,"",,""
"202104","Railways","MTRC","","Local","",2550.208,"",,"",2008,"",635734,""
"202104","Railways","MTRC","","Airport","",99.379,"",,"",77,"",7700,""
"202104","Railways","MTRC","","LRT","",581.745,"",,"",142,"",34790,""
"202104","Railways","HKT","","","",376.35036,"",,"",161,"",18515,""
"202104","PLB","GMB","","","",24431.328,"",,"",3267,"",56353,""
"202104","PLB","RMB","","","",,"",,"",991,"",16432,""
"202104","Ferries","NWFF","","","",0,"",,"",22,"",13259,""
"202104","Ferries","STF","","","",0,"",,"",10,"",4750,""
"202104","Ferries","LFS","","","",0,"",,"",41,"",11578,""
"202104","LRB","LRB","","","",482.7815,"",,"",146,"",17242,""
"202104","LRB","LRB","","","DD",,"",,"",135,"",,""
"202104","LRB","LRB","","","SD",,"",,"",11,"",,""
"202104","RS","RS","","","",2955.862,"",,"",1085,"",52208,""
"202104","TAX","TAX","","","",,"",,"",18053,"",76935,""
"202104","Fran_Bus","KMB","","","",22172.87,"",2887.363,"",4011,"",528159,""
"202104","Fran_Bus","KMB","","","DD",,"",,"",3871,"",,""
"202104","Fran_Bus","KMB","","","SD",,"",,"",140,"",,""
"202104","Fran_Bus","CTB","1","","",3622.5601,"",1871.9117,"",760,"",97621,""
"202104","Fran_Bus","CTB","1","","DD",,"",,"",727,"",,""
"202104","Fran_Bus","CTB","1","","SD",,"",,"",33,"",,""
"202104","Fran_Bus","CTB","2","","",1414.2896,"",245.931,"",202,"",26643,""
"202105","Fran_Bus","KMB","","","",23268.964,"",3032.386,"",4007,"",527372,""
"202105","Fran_Bus","KMB","","","DD",,"",,"",3867,"",,""
"202105","Fran_Bus","KMB","","","SD",,"",,"",140,"",,""
"202105","Fran_Bus","CTB","1","","",3845.3398,"",1984.4249,"",759,"",97746,""
"202105","Fran_Bus","CTB","1","","DD",,"",,"",727,"",,""
"202105","Fran_Bus","CTB","1","","SD",,"",,"",32,"",,""
"202105","Fran_Bus","CTB","2","","",1480.4609,"",270.7449,"",198,"",26119,""
"202105","Fran_Bus","CTB","2","","DD",,"",,"",198,"",,""
"202105","Fran_Bus","CTB","2","","SD",,"",,"",0,"",,""
"202105","Fran_Bus","NWFB","","","",3247.7517,"",1357.972,"",689,"",88745,""
"202105","Fran_Bus","NWFB","","","DD",,"",,"",672,"",,""
"202105","Fran_Bus","NWFB","","","SD",,"",,"",17,"",,""
"202105","Fran_Bus","LWB","","","",2212.873,"",,"",243,"",29917,""
"202105","Fran_Bus","LWB","","","DD",,"",,"",239,"",,""
